gene_id	gene_symbol	gene_type	Ctrl.halflife	Ctrl.kdecay	Ctrl.constant	Ctrl.mse	Martre1OE.halflife	Martre1OE.kdecay	Martre1OE.constant	Martre1OE.mse
ENSMUSG00000000001.4	Gnai3	protein_coding	8.06995023933622	0.0858923735590418	0.991630792829059	0.00338885323107548	15.7393435726149	0.0440391416174409	0.975675418073036	0.00416827768417618
ENSMUSG00000000028.15	Cdc45	protein_coding	2.91903901680539	0.237457319538856	1.06133350654618	0.0143147043687639	4.16706312781131	0.166339496019109	1.03313240336339	0.00741284408497851
ENSMUSG00000000031.16	H19	lincRNA	18.6213175226283	0.0372233156820211	0.964894036072961	0.00360151263934698	21.5941535384082	0.0320988354244628	1.10775019304559	0.0272747572536062
ENSMUSG00000000037.16	Scml2	protein_coding	7.2872644369203	0.0951176105327226	0.982850391597985	0.00487863616133816	13.555196447436	0.0511351630533584	0.997341599076281	0.00537213636981528
ENSMUSG00000000056.7	Narf	protein_coding	5.88714043663661	0.117739195798079	0.979136136716654	0.00437336599555536	9.6314301919647	0.0719672122150896	0.973882942509656	0.00977828728723803
ENSMUSG00000000078.7	Klf6	protein_coding	1.3502214412751	0.513358149538317	0.966924898132266	0.0197538803545572	2.42027558943955	0.28639184049303	0.953023854066946	0.013259394640079
ENSMUSG00000000085.16	Scmh1	protein_coding	2.95309905165997	0.234718567997345	0.982249270273249	0.00155720567528322	4.25772236564012	0.162797646496083	0.979884863191513	0.00628205130740272
ENSMUSG00000000088.7	Cox5a	protein_coding	23.7134103175152	0.0292301769875745	1.0511716659907	0.00738865033336749	110.947711145935	0.00624751221454414	1.09237701514568	0.0212216166301492
ENSMUSG00000000120.6	Ngfr	protein_coding	3.81611341062916	0.181636944706438	0.964291173644083	0.00434361505008015	8.31058365883903	0.0834053550285512	0.977127903113986	0.00686019594012907
ENSMUSG00000000127.15	Fer	protein_coding	6.57460034574812	0.105428032748517	0.965973608006703	0.00817187608686013	10.4047236528302	0.0666185094085996	0.945084335360408	0.00641980028384267
ENSMUSG00000000131.15	Xpo6	protein_coding	3.34736453494766	0.207072511321443	1.00008191013045	0.00246606471408659	5.65002120305819	0.122680456523732	1.0062908085514	0.0110887604777658
ENSMUSG00000000134.17	Tfe3	protein_coding	3.94373544262847	0.175759046377099	0.941900000994289	0.0103671325134858	6.91367388365416	0.100257430741525	1.00176226114546	0.00746242490717778
ENSMUSG00000000142.15	Axin2	protein_coding	0.81731596210298	0.848077380963484	0.996615953981971	0.00394639347164581	1.69646813530662	0.408582493319078	0.98377912535377	0.00396689741848554
ENSMUSG00000000148.17	Brat1	protein_coding	1.64503904015336	0.421356067327937	0.956649607434874	0.0169306957946088	3.32531280597021	0.208445707518246	0.954609267197657	0.0113536632079211
ENSMUSG00000000149.10	Gna12	protein_coding	5.16879738302751	0.134102215504905	0.979048614148797	0.00132805325731893	9.04635506780521	0.0766217084521439	1.0248836930678	0.0166335930884388
ENSMUSG00000000154.16	Slc22a18	protein_coding	6.12362523103668	0.113192292867113	0.963694026200604	0.0100366468755581	11.5706602097371	0.0599055860249562	1.05769940085202	0.0362513564145118
ENSMUSG00000000168.9	Dlat	protein_coding	8.28998101033825	0.0836126379174496	1.00064410517982	0.000354705078902914	15.1886485218854	0.0456358694166362	1.00428219897325	0.00504663329934029
ENSMUSG00000000171.5	Sdhd	protein_coding	12.8200237084441	0.0540675428005173	0.974440735827568	0.00841446176962431	23.5314214709843	0.0294562392422675	0.969581004435447	0.00827270871442054
ENSMUSG00000000184.12	Ccnd2	protein_coding	6.70850930371839	0.103323577441526	0.977024946619083	0.00136027826532088	10.4054183382217	0.0666140618310213	0.931850771776921	0.0172681688067763
ENSMUSG00000000194.13	Gpr107	protein_coding	5.50887878209818	0.125823639977779	0.942637004250379	0.0174555049397435	10.5607150034155	0.0656344935296306	0.950915883351415	0.00536588740987354
ENSMUSG00000000223.13	Drp2	protein_coding	4.93235438512694	0.140530693141204	0.908985612788341	0.0247279886583664	8.50502666002681	0.0814985311942292	0.957553133164898	0.00390311473418576
ENSMUSG00000000244.17	Tspan32	protein_coding	6.94311037707478	0.0998323723685316	0.901211440479256	0.0430787548081129	6.95907851438433	0.0996032993631583	0.946018567366583	0.0103744179013198
ENSMUSG00000000253.13	Gmpr	protein_coding	6.75600548289589	0.102597190353794	1.02529280729026	0.00925052150805185	14.9032640714323	0.0465097563350985	1.06922108871613	0.0151671993954904
ENSMUSG00000000275.16	Trim25	protein_coding	3.13616679304629	0.221017320283103	1.00461058768998	0.00122620909734423	6.51052011971193	0.106465715152511	1.02786289240033	0.0109594525086594
ENSMUSG00000000276.11	Dgke	protein_coding	1.73136539702723	0.400347137438513	0.961449034075537	0.0213066721607514	1.80569919180022	0.383866362519053	0.957742985233192	0.0205162393761496
ENSMUSG00000000278.10	Scpep1	protein_coding	10.5924775953979	0.0654376820075686	0.987648658170999	0.00123188656148969	20.2752424041581	0.0341868751427501	1.01474869823718	0.00183567270538612
ENSMUSG00000000282.12	Mnt	protein_coding	1.6810250277727	0.412336026595833	0.964809237949723	0.0127767815868815	4.08979429413645	0.169482162355625	0.99299600796607	0.0040492798151356
ENSMUSG00000000295.13	Hddc2	protein_coding	8.76511926765198	0.0790801767088364	1.00761490594614	0.00533453473894093	17.9922204262688	0.0385248270718128	0.999947255716448	0.00460558817879165
ENSMUSG00000000296.8	Tpd52l1	protein_coding	10.7464677335706	0.0645000010928842	0.968673482931402	0.00917790813278293	16.6952693317239	0.041517580027466	0.985089263065146	0.00360063656473878
ENSMUSG00000000301.16	Pemt	protein_coding	5.63479725031751	0.123011911479315	0.98398891321204	0.00503100105714118	10.0699729180839	0.0688330729584361	1.0860926441139	0.0156247089359271
ENSMUSG00000000303.12	Cdh1	protein_coding	7.38585171550712	0.0938479686919023	0.966807038142513	0.00242375141196271	13.8469119084255	0.0500578890906486	1.01293925035151	0.00794725552278536
ENSMUSG00000000305.12	Cdh4	protein_coding	5.25767376032287	0.131835334818754	0.926239418223906	0.0193671634884635	10.3567657451436	0.0669269922306557	0.95660249135788	0.0159271666340654
ENSMUSG00000000308.14	Ckmt1	protein_coding	9.63932276645813	0.0719082862306347	0.94903649069092	0.00758247158201318	17.3182918048326	0.0400239924567229	1.0625613700372	0.00745240071912269
ENSMUSG00000000320.10	Alox12	protein_coding	7.21211908369276	0.0961086710461024	0.974950273778808	0.00443179025730125	13.3346953631162	0.0519807285944599	0.97383592426189	0.015384750858
ENSMUSG00000000325.16	Arvcf	protein_coding	5.95793511129322	0.116340169473496	0.970665194035942	0.00235436886597968	10.2588721856437	0.0675656317786998	1.00240512989501	0.0148793918146164
ENSMUSG00000000326.13	Comt	protein_coding	5.23574555851035	0.13238748384808	0.997082328747913	0.00145975575223895	8.66729661457659	0.0799727079138166	1.01812237881568	0.00895519533939902
ENSMUSG00000000339.14	Rtca	protein_coding	8.27084066015309	0.0838061339882125	0.994690865483383	0.00114274835601718	15.0300447562291	0.0461174395553729	0.950602553040914	0.00595639162884914
ENSMUSG00000000340.10	Dbt	protein_coding	9.2542775263701	0.0749001938384515	0.97435334192745	0.00686185806593589	15.6680077354023	0.0442396501371237	0.969750585815313	0.0057531417234669
ENSMUSG00000000346.9	Dazap2	protein_coding	2.81079118920645	0.246602160708934	1.02196067144281	0.00390597359078759	5.3191972404206	0.1303104865698	1.01196720012301	0.00146235103111333
ENSMUSG00000000355.13	Mcts1	protein_coding	7.39465367006936	0.0937362602072267	0.984051886595375	0.00313572677239944	9.35609783817919	0.0740850718481627	0.993214031870519	0.00142886452104827
ENSMUSG00000000365.9	Rnf17	protein_coding	4.76649157369325	0.145420834138362	0.986158793045543	0.00428338401649968	7.55992150257164	0.0916870870053557	0.927770022637522	0.0169751400237671
ENSMUSG00000000374.8	Trappc10	protein_coding	3.9359302283969	0.176107588381277	1.00800519494213	0.00236006779660079	8.58440557415947	0.0807449245695516	0.970496898830316	0.00473037178308542
ENSMUSG00000000378.15	Ccm2	protein_coding	3.32091563394303	0.208721707192829	0.984184375256207	0.00284740914151407	5.52952274255204	0.125353889084474	0.996856656056733	0.000824696171703526
ENSMUSG00000000384.15	Tbrg4	protein_coding	4.1662762521624	0.166370912202518	0.937341596373177	0.0110646585637532	7.01566269592391	0.0987999581226536	0.966259190580746	0.00542332462280368
